sentence_id	essay_id	sentence_txt	idx_in_essay
19023	3992	My final reasoning for books and music being cencored is the reputation it will have or has	18
19024	3992	Books and music are just like people, they can send off the wrong message leaving a bad reputation upon others	19
19025	3992	For instance, @CAPS1 @CAPS2 and @CAPS3 tend to have a lot of bad messaged songs, so therefore most people think that all @CAPS3 and @CAPS1 @CAPS2 are bad	20
19026	3992	If songs and books were cencored there wouldn't be a sterio type against a certain type of music, or books have the best message	21
19027	3992	A normal person bases the first song, or book they hear/read by if or not they or their child can listen to or read that type of material	22
19028	3992	Love, positive messages, influencing good, these are the types of things most people want to hear or read	23
19029	3992	If books and music are cencored there will not be any more cursing on the radio, bad ideas given to those influenced, and could stop less violence	24
19030	3992	Again I state, yes I feel books and music should be cencored.	25
19031	3993	I do not think they should be removed at all	0
19032	3993	They show a persons opinion on something	1
19033	3993	We can't just disregard it because we dont like what its saying	2
19034	3993	Thats like us saying black people aren't allowed here because we don't like how you look	3
19035	3993	Or just anyone that we dont like how they look	4
19036	3993	I think anyone who wants to speak their mind should be able to without having to worry about censorship	5
19037	3993	I @MONTH1 not agree with all the statements they bring up but they should have a fair chance like anyone else would	6
19038	3993	You should restrict to age accordingly to content so you don't have little kids reading about stuff they really shouldn't be	7
19039	3993	I could get a book removed because it offends me	8
19040	3993	Well then I could get a franchise closed because it offends me	9
19041	3993	People are offened by little things and should jut except the fact that other people have different opinions	10
19042	3993	It's just like judging a person for their race	11
19043	3993	They have differnt morales and values and you can't just change that in a person	12
19044	3993	Like if you don't like this article just don't read it	13
19045	3993	Don't say other people can't read it because of your views	14
19046	3993	I don't think there should be censorship.	15
19047	3994	There are many opinions on censorship in libraries	0
19048	3994	Some people believe that if books are offensive in any way that they should be removed, while other believe that these books should stay since there are different opinions on what is classified as 'offensive'	1
